labels,sentence,kor_sentence
neutral,"Thus the group's balance sheet will have about EUR25 .8 m of goodwill, the company added.",따라서 그룹의 대차대조표는 약 25.8m의 영업권을 갖게 될 것이라고 회사는 덧붙였다.
neutral,"To check them out or to make a bid they will be in the Deka Showroom, Fortitude Valley.",그들을 확인하거나 입찰하기 위해 그들은 포티튜드 밸리의 데카 쇼룸에 있을 것이다.
neutral,Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog's position and movements with a map application for mobile phones.,추적기 G400은 사냥개용 GPS 목걸이로서 휴대폰 지도 어플리케이션으로 개의 위치와 움직임을 감시할 수 있다.
neutral,Ulefos Group is the leading supplier of manhole covers in the Nordic countries.,울레포스 그룹은 북유럽 국가들에서 맨홀 뚜껑의 선두적인 공급 업체이다.
positive,"Upgrades include a five megapixel camera, voice control, and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever.","업그레이드에는 500만 화소 카메라, 음성 컨트롤, 그리고 D패드 대신 광학 마우스로 보이는 것이 포함된다."
positive,UPM-Kymmene is one of the world's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies.,UPM-Kymmene은 세계 15개국에서 생산되고 170개 이상의 기업을 대상으로 하는 판매 네트워크를 보유한 세계 최고의 인쇄 용지 제조업체 중 하나입니다.
neutral,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company.,Onor는 클램프 공급 업체와 보험 회사로부터 교체 프로그램의 비용을 회수하기 위한 조치를 개시했습니다.
neutral,Uponor maintains its full-year guidance for 2010.,Onor는 2010년 회계연도 지침을 유지하고 있다.
neutral,"Utah's capital wanted to be the next U.S. headquarters of Amer Sports Corp., a ski-equipment company.",유타의 수도는 스키 장비 회사인 아머 스포츠사의 다음 미국 본사가 되기를 원했다.
neutral,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25, 2010 to approve the Company's annual accounts for 2009.",Vaisala Oyj 증권거래소 릴리즈 26.03.2010 klo 09.00 1 ( 1) 2010년 3월 25일 Vaisala Oyj 연례 총회는 회사의 2009년 연간 계정을 승인하기로 결정했다.
neutral,We are pleased to invite you to join M-real's international conference call at 3:00 p.m. EET.,EET 오후 3시에 열리는 M-real의 국제 컨퍼런스 콜에 귀하를 초대하게 되어 기쁩니다.
positive,"We warmly welcome him to Satama'', states Jussi Lansio, chairman of the Board.","우리는 그가 사타마에 온 것을 열렬히 환영한다""고 이사회의 의장인 Jussi Lansio가 말했다."
neutral,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement.,베라셀은 항소를 준비하고 있으며 법원에 판결의 해명을 요청했다.
neutral,What would you like to see changed on Nokia's next attempt?,노키아의 다음 시도에서 무엇이 바뀌기를 원하십니까?
neutral,"When completed, the 120-meter Watchtower will be the highest building in Ireland.","완공되면, 120미터 높이의 망루는 아일랜드에서 가장 높은 건물이 될 것입니다."
neutral,"Viking will pay EUR 130 million for the new ship, which will be completed in January 2008.",바이킹은 2008년 1월에 완공될 새로운 선박에 대해 1억 3천만 유로를 지불할 것이다.
neutral,"With the Basware Connectivity services, companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice.",Basware Connectivity 서비스를 통해 기업은 주문에서 상품 배송 및 송장까지 추적할 수 있는 감사 추적을 파악할 수 있습니다.
neutral,"www.countryelements.co.uk Designed by Patricia Burt, this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes.",www.countryelements.co.uk Patricia Burt가 디자인한 이것은 재활용 재료와 염색된 천연 염료로 만들어진 독특한 후크 러그 중 하나일 뿐입니다.
neutral,You are warmly welcome!,당신을 따뜻하게 환영합니다!
neutral,Approval by shareholders of Cencorp in accordance with Finnish law.,핀란드 법에 따라 Cencorp의 주주들에 의한 승인.
neutral,"Tikkurila has an interesting growth strategy, which we support.",티쿠릴라는 우리가 지지하는 흥미로운 성장 전략을 가지고 있다.
neutral,ASSA ABLOY Kaupthing Bank gave a ` neutral' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB.,아사 아블로이 카우핑팅 은행은 스웨덴의 자물쇠 제조업체 아사 아블로이 AB에 대해 중립적인 권고와 174크라운 24.7-19유로의 주가 목표를 제시했다.
positive,"` Ruukki has experience of logistics construction, competence in project management and also has the best references in terms of steel frame production and installation,' says Onodi Stefan, General Manager of Arxikon Construction Company SRL, which is Ruukki's customer.","` 루키는 물류 시공 경험, 프로젝트 관리 역량, 철골 제작 및 설치 측면에서도 최고의 레퍼런스를 보유하고 있다.'라고 루키의 고객사인 아르시콘 SRL의 오노디 스테판 총지배인이 말한다."
neutral,` The investment in Matka-Vekka has been reasonable for investors in CapMan funds.',` Matka-Vekka에 대한 투자는 CapMan 펀드의 투자자들에게 합당한 것이었다.'
neutral,"`` As a part of the Eseries business promise, the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package,'' said Dave Grannan, general manager, Enterprise Solutions, Nokia.","`` 노키아 E50은 다양한 이메일 솔루션을 작고 스타일링된 패키지로 갖추고 있다""고 말했다."
neutral,"`` As defences mature, attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing, screen shots, video captures, keylogging and injection of form fields.","`` 방어가 성숙해짐에 따라 공격자는 폼 잡기, 스크린샷, 비디오 캡처, 키로깅, 폼 필드 주입 등의 방법을 사용하여 계정 세부 정보를 캡처하기 위한 온라인 뱅킹 활동을 탐지하는 컨텐츠 필터가 장착된 트로이 목마를 개발한다."
positive,`` I warmly welcome Michael Frei to Outotec.,`` 나는 마이클 프레이가 오토텍에 온 것을 열렬히 환영한다.
neutral,`` Nokia is just interested in bring Nokia to the market.'',`` 노키아는 단지 노키아를 시장에 내놓는 것에 관심이 있을 뿐이다.''
neutral,`` Our aim is to understand different traffic patterns based on the use of each building.,`` 우리의 목적은 각 건물의 용도에 따라 다른 교통 패턴을 이해하는 것입니다.
neutral,`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development.,`` 우리의 접근 방식은 지속 가능한 개발의 원칙에 따라 생산된 원자재만을 사용하는 것이 매우 중요합니다.
neutral,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations.,`` NAT의 Valipalvelu 서비스는 커뮤니티와 조직에서 사용하도록 특별히 개발되었습니다.
neutral,`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion.'',`` 라팔라는 RBFF를 비롯한 업계 선두 업체들과 이번 연휴 프로모션에서 협력하게 되어 매우 기쁩니다.''
neutral,`` Small well targeted acquisitions have played an important role in executing Satama's strategy in the past couple of years.,`` 지난 몇 년 동안 사타마의 전략을 실행하는 데 있어 소규모 잘 표적화된 인수가 중요한 역할을 했다.
neutral,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users.,`` 소셜 네트워킹과 위치 기반 서비스 트렌드는 오늘날 인터넷 트래픽의 상당한 부분을 차지하며 MID 사용자들에게 어필하고 있다.
positive,"`` The acquisition of Sampo Bank makes strategic sense for DB,'' says Lindsey Liddell, director of Fitch Ratings's Financial Institutions Group.","`` 린지 리델 피치평가 금융기관 그룹 이사는 ""삼포은행 인수는 DB에 전략적 의미가 있다""고 말했다."
neutral,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors,'' Citycon CFO Eero Sihvonen said.","`` 시티콘 에로 시보넨 CFO는 ""이번 채권은 400여명의 투자자들로부터 청약이 모였으며 발행된 금액은 주요 대상 그룹인 소매 투자자들을 고려하면 상당한 액수로 볼 수 있다""고 말했다."
